000000;00000
000001;00000
000002;00000
000003;00000
000004;00000
000010;00000
000011;00000
000012;00000
000013;00000
000014;00000
000020;00000
000021;00000
000022;00000
000023;00000
000024;00000
000030;00000
000031;00000
000032;00000
000033;00000
000034;00000
000040;00000
000041;00000
000042;00000
000043;00000
000044;00000
000100;00000
000101;00000
000102;00000
000103;00000
000104;00000
000110;00000
000111;00000
000112;00000
000113;00000
000114;00000
000120;00000
000121;00000
000122;00000
000123;00001
000124;00000
000130;00000
000131;00000
000132;00000
000133;00000
000134;00001
000140;00000
000141;00000
000142;00000
000143;00001
000144;00000
000200;00000
000201;00000
000202;00000
000203;00000
000204;00000
000210;00000
000211;00000
000212;00000
000213;00001
000214;00000
000220;00000
000221;00000
000222;00000
000223;00000
000224;00000
000230;00000
000231;00001
000232;00000
000233;00000
000234;00000
000240;00000
000241;00001
000242;00000
000243;00000
000244;00000
000300;00000
000301;00000
000302;00000
000303;00000
000304;00000
000310;00000
000311;00000
000312;00000
000313;00000
000314;00001
000320;00000
000321;00000
000322;00000
000323;00000
000324;00001
000330;00000
000331;00000
000332;00000
000333;00000
000334;00000
000340;00000
000341;00000
000342;00001
000343;00000
000344;00000
000400;00000
000401;00000
000402;00000
000403;00000
000404;00000
000410;00000
000411;00000
000412;00001
000413;00000
000414;00000
000420;00000
000421;00001
000422;00000
000423;00000
000424;00000
000430;00000
000431;00000
000432;00001
000433;00000
000434;00000
000440;00000
000441;00000
000442;00000
000443;00000
000444;00000
001000;00000
001001;00000
001002;00001
001003;00001
001004;00000
001010;00000
001011;00000
001012;00001
001013;00001
001014;00000
001020;00000
001021;00000
001022;00000
001023;00001
001024;00001
001030;00000
001031;00000
001032;00000
001033;00000
001034;00000
001040;00000
001041;00000
001042;00000
001043;00000
001044;00000
001100;00000
001101;00000
001102;00000
001103;00000
001104;00000
001110;00000
001111;00000
001112;00001
001113;00001
001114;00001
001120;00000
001121;00000
001122;00000
001123;00002
001124;00000
001130;00000
001131;00000
001132;00000
001133;00000
001134;00000
001140;00000
001141;00001
001142;00002
001143;00001
001144;00000
001200;00000
001201;00000
001202;00001
001203;00000
001204;00000
001210;00000
001211;00000
001212;00000
001213;00000
001214;00001
001220;00000
001221;00000
001222;00001
001223;00001
001224;00000
001230;00000
001231;00000
001232;00001
001233;00001
001234;00000
001240;00001
001241;00000
001242;00000
001243;00002
001244;00000
001300;00000
001301;00000
001302;00000
001303;00001
001304;00001
001310;00000
001311;00000
001312;00000
001313;00000
001314;00001
001320;00001
001321;00000
001322;00002
001323;00001
001324;00000
001330;00000
001331;00000
001332;00000
001333;00001
001334;00000
001340;00000
001341;00000
001342;00001
001343;00000
001344;00000
001400;00000
001401;00000
001402;00002
001403;00000
001404;00000
001410;00000
001411;00001
001412;00001
001413;00001
001414;00000
001420;00002
001421;00000
001422;00001
001423;00000
001424;00001
001430;00000
001431;00000
001432;00000
001433;00000
001434;00001
001440;00000
001441;00000
001442;00001
001443;00000
001444;00001
002000;00000
002001;00001
002002;00000
002003;00000
002004;00001
002010;00000
002011;00000
002012;00000
002013;00000
002014;00000
002020;00000
002021;00001
002022;00000
002023;00000
002024;00001
002030;00000
002031;00000
002032;00000
002033;00000
002034;00000
002040;00000
002041;00001
002042;00000
002043;00001
002044;00000
002100;00000
002101;00001
002102;00000
002103;00001
002104;00000
002110;00000
002111;00001
002112;00000
002113;00000
002114;00000
002120;00000
002121;00000
002122;00000
002123;00001
002124;00000
002130;00000
002131;00000
002132;00000
002133;00000
002134;00001
002140;00001
002141;00001
002142;00000
002143;00000
002144;00002
002200;00000
002201;00000
002202;00000
002203;00000
002204;00000
002210;00000
002211;00000
002212;00000
002213;00000
002214;00000
002220;00000
002221;00001
002222;00000
002223;00001
002224;00001
002230;00000
002231;00001
002232;00001
002233;00000
002234;00002
002240;00000
002241;00002
002242;00000
002243;00000
002244;00000
002300;00000
002301;00000
002302;00000
002303;00000
002304;00002
002310;00000
002311;00000
002312;00000
002313;00001
002314;00000
002320;00000
002321;00001
002322;00001
002323;00000
002324;00001
002330;00000
002331;00000
002332;00000
002333;00001
002334;00001
002340;00002
002341;00000
002342;00000
002343;00001
002344;00001
002400;00000
002401;00000
002402;00000
002403;00000
002404;00001
002410;00000
002411;00001
002412;00000
002413;00000
002414;00001
002420;00000
002421;00000
002422;00000
002423;00001
002424;00000
002430;00001
002431;00002
002432;00000
002433;00000
002434;00000
002440;00000
002441;00001
002442;00000
002443;00000
002444;00001
003000;00000
003001;00001
003002;00000
003003;00000
003004;00001
003010;00000
003011;00000
003012;00001
003013;00000
003014;00001
003020;00000
003021;00000
003022;00000
003023;00000
003024;00000
003030;00000
003031;00001
003032;00000
003033;00000
003034;00001
003040;00000
003041;00000
003042;00000
003043;00000
003044;00000
003100;00000
003101;00001
003102;00000
003103;00000
003104;00000
003110;00000
003111;00001
003112;00000
003113;00000
003114;00001
003120;00001
003121;00000
003122;00000
003123;00000
003124;00002
003130;00000
003131;00000
003132;00001
003133;00000
003134;00000
003140;00000
003141;00001
003142;00000
003143;00000
003144;00001
003200;00000
003201;00002
003202;00000
003203;00000
003204;00000
003210;00002
003211;00001
003212;00001
003213;00000
003214;00000
003220;00000
003221;00001
003222;00001
003223;00000
003224;00000
003230;00000
003231;00001
003232;00000
003233;00001
003234;00001
003240;00000
003241;00000
003242;00001
003243;00000
003244;00000
003300;00000
003301;00000
003302;00000
003303;00000
003304;00000
003310;00000
003311;00000
003312;00000
003313;00000
003314;00002
003320;00000
003321;00002
003322;00000
003323;00001
003324;00001
003330;00000
003331;00001
003332;00001
003333;00000
003334;00001
003340;00000
003341;00000
003342;00000
003343;00000
003344;00000
003400;00000
003401;00000
003402;00001
003403;00000
003404;00001
003410;00001
003411;00002
003412;00000
003413;00000
003414;00001
003420;00000
003421;00001
003422;00000
003423;00000
003424;00000
003430;00000
003431;00000
003432;00001
003433;00000
003434;00000
003440;00000
003441;00000
003442;00000
003443;00000
003444;00001
004000;00000
004001;00000
004002;00001
004003;00001
004004;00000
004010;00000
004011;00000
004012;00000
004013;00000
004014;00000
004020;00000
004021;00000
004022;00000
004023;00000
004024;00000
004030;00000
004031;00001
004032;00001
004033;00000
004034;00000
004040;00000
004041;00000
004042;00001
004043;00001
004044;00000
004100;00000
004101;00000
004102;00000
004103;00002
004104;00000
004110;00000
004111;00001
004112;00000
004113;00001
004114;00000
004120;00000
004121;00001
004122;00000
004123;00000
004124;00000
004130;00002
004131;00001
004132;00000
004133;00001
004134;00000
004140;00000
004141;00000
004142;00001
004143;00001
004144;00001
004200;00000
004201;00001
004202;00001
004203;00000
004204;00000
004210;00000
004211;00000
004212;00000
004213;00001
004214;00000
004220;00000
004221;00000
004222;00001
004223;00000
004224;00000
004230;00001
004231;00000
004232;00001
004233;00002
004234;00000
004240;00000
004241;00001
004242;00000
004243;00000
004244;00000
004300;00000
004301;00000
004302;00000
004303;00001
004304;00000
004310;00001
004311;00000
004312;00002
004313;00000
004314;00000
004320;00000
004321;00000
004322;00001
004323;00001
004324;00000
004330;00000
004331;00000
004332;00001
004333;00001
004334;00000
004340;00000
004341;00001
004342;00000
004343;00000
004344;00000
004400;00000
004401;00000
004402;00000
004403;00000
004404;00000
004410;00000
004411;00000
004412;00001
004413;00002
004414;00001
004420;00000
004421;00000
004422;00000
004423;00000
004424;00000
004430;00000
004431;00000
004432;00002
004433;00000
004434;00000
004440;00000
004441;00001
004442;00001
004443;00001
004444;00000
010000;00000
010001;00000
010002;00000
010003;00000
010004;00000
010010;00001
010011;00000
010012;00000
010013;00001
010014;00001
010020;00000
010021;00000
010022;00001
010023;00000
010024;00000
010030;00000
010031;00000
010032;00000
010033;00001
010034;00000
010040;00000
010041;00000
010042;00001
010043;00000
010044;00000
010100;00001
010101;00000
010102;00000
010103;00000
010104;00001
010110;00000
010111;00000
010112;00000
010113;00000
010114;00000
010120;00000
010121;00000
010122;00000
010123;00000
010124;00000
010130;00000
010131;00000
010132;00001
010133;00000
010134;00000
010140;00000
010141;00000
010142;00000
010143;00000
010144;00000
010200;00000
010201;00000
010202;00000
010203;00000
010204;00000
010210;00000
010211;00000
010212;00000
010213;00000
010214;00000
010220;00000
010221;00000
010222;00000
010223;00000
010224;00000
010230;00001
010231;00000
010232;00000
010233;00000
010234;00000
010240;00000
010241;00000
010242;00000
010243;00000
010244;00001
010300;00000
010301;00000
010302;00000
010303;00000
010304;00000
010310;00000
010311;00000
010312;00000
010313;00000
010314;00000
010320;00001
